juris_id,ecozone,canfi_genus,a,b,c,k,volmin,genus
MB,15,122,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,JUGL
MB,15,123,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,ALNU
MB,15,124,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,OSTR
MB,15,125,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,CARP
MB,15,126,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,FAGU
MB,15,127,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,QUER
MB,15,128,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,ULMU
MB,15,129,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,MORU
MB,15,130,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,LIRI
MB,15,131,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,MAGN
MB,15,132,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,SASS
MB,15,133,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,PLAT
MB,15,134,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,PRUN
MB,15,135,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,GLED
MB,15,136,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,ROBI
MB,15,137,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,TILI
MB,15,138,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,NYSS
MB,15,139,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,CORN
MB,15,140,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,ARBU
MB,15,141,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,FRAX
MB,15,142,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,SALI
MB,15,143,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,GYMN
MB,15,144,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,CELT
MB,15,145,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,AMEL
MB,15,146,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,CORY
MB,15,147,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,CRAT
MB,15,148,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,ILEX
MB,15,149,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,MALU
MB,15,150,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,NEMO
MB,15,151,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,RHUS
MB,15,152,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,SORB
MB,15,153,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,VIBU
MB,15,154,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,CAST
MB,15,155,0.8572270625,-0.017103576,1.717827612,-0.022857475,9.5,ASIM
NB,7,1,0.9594678345,-0.019513696,5.2269892921,-0.00100001,24.85,PICE
NB,7,2,0.9353438241,-0.023302942,2.7914469785,-0.022758832,15.2,PINU
NB,7,3,0.9614897426,-0.022711183,11.850318948,-0.00100001,46.45,ABIE
NB,7,4,1.0338041628,-0.012651366,0.7861984223,-0.12272132,6.05,TSUG
NB,7,6,2.2859517251,-0.031049308,5.795101011,-1.387736227,80.8,LARI
NB,7,7,0.9045573587,-0.02641789,6.2914729227,-0.00100001,22.95,THUJ
NB,7,8,0.9045573587,-0.02641789,6.2914729227,-0.00100001,22.95,GENC
NB,7,9,0.89733232,-0.030970449,12.376691474,-0.001431922,36.3,POPU
NB,7,10,0.9198600898,-0.041101919,89.521851543,-0.00100001,70.55,BETU
NB,7,11,0.8896630104,-0.054387067,80.506500824,-0.00100001,51.55,ACER
NB,7,12,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,GENH
NB,7,71,0.9045573587,-0.02641789,6.2914729227,-0.00100001,22.95,JUNI
NB,7,72,0.9045573587,-0.02641789,6.2914729227,-0.00100001,22.95,TAXU
NB,7,73,0.9045573587,-0.02641789,6.2914729227,-0.00100001,22.95,CHAM
NB,7,121,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,CARY
NB,7,122,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,JUGL
NB,7,123,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,ALNU
NB,7,124,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,OSTR
NB,7,125,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,CARP
NB,7,126,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,FAGU
NB,7,127,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,QUER
NB,7,128,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,ULMU
NB,7,129,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,MORU
NB,7,130,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,LIRI
NB,7,131,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,MAGN
NB,7,132,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,SASS
NB,7,133,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,PLAT
NB,7,134,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,PRUN
NB,7,135,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,GLED
NB,7,136,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,ROBI
NB,7,137,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,TILI
NB,7,138,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,NYSS
NB,7,139,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,CORN
NB,7,140,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,ARBU
NB,7,141,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,FRAX
NB,7,142,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,SALI
NB,7,143,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,GYMN
NB,7,144,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,CELT
NB,7,145,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,AMEL
NB,7,146,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,CORY
NB,7,147,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,CRAT
NB,7,148,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,ILEX
NB,7,149,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,MALU
NB,7,150,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,NEMO
NB,7,151,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,RHUS
NB,7,152,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,SORB
NB,7,153,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,VIBU
NB,7,154,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,CAST
NB,7,155,0.8542669492,-0.058062777,32.92792869,-0.001526921,34.35,ASIM
NL,1,1,0.8687409255,-0.024240329,1.0616740797,-0.072813812,5,PICE
NL,1,2,0.9127327731,-0.017859017,1.6848740978,-0.00100001,3.5,PINU
NL,1,3,0.935964422,-0.014757331,1.4918282783,-0.050339263,12,ABIE
NL,1,4,1.5421994155,-0.012611689,0.5104521601,-0.617908483,15,TSUG
NL,1,6,0.8818864587,-0.014896321,1.450516939,-0.00100001,3,LARI
NL,1,7,0.925307404,-0.013757791,0.8179576936,-0.017228059,1,THUJ
NL,1,9,0.9367664464,-0.014486927,1.5114493263,-0.00100001,3,POPU
NL,1,10,1.0864577362,-0.011878174,0.76834317,-0.13742605,6.5,BETU
NL,1,11,0.9148694251,-0.014318118,0.8196533989,-0.00100001,NA,ACER
NL,1,12,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,GENH
NL,1,71,0.925307404,-0.013757791,0.8179576936,-0.017228059,1,JUNI
NL,1,72,0.925307404,-0.013757791,0.8179576936,-0.017228059,1,TAXU
NL,1,73,0.925307404,-0.013757791,0.8179576936,-0.017228059,1,CHAM
NL,1,121,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,CARY
NL,1,122,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,JUGL
NL,1,123,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,ALNU
NL,1,124,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,OSTR
NL,1,125,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,CARP
NL,1,126,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,FAGU
NL,1,127,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,QUER
NL,1,128,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,ULMU
NL,1,129,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,MORU
NL,1,130,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,LIRI
NL,1,131,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,MAGN
NL,1,132,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,SASS
NL,1,133,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,PLAT
NL,1,134,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,PRUN
NL,1,135,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,GLED
NL,1,136,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,ROBI
NL,1,137,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,TILI
NL,1,138,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,NYSS
NL,1,139,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,CORN
NL,1,140,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,ARBU
NL,1,141,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,FRAX
NL,1,142,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,SALI
NL,1,143,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,GYMN
NL,1,144,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,CELT
NL,1,145,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,AMEL
NL,1,146,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,CORY
NL,1,147,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,CRAT
NL,1,148,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,ILEX
NL,1,149,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,MALU
NL,1,150,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,NEMO
NL,1,151,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,RHUS
NL,1,152,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,SORB
NL,1,153,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,VIBU
NL,1,154,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,CAST
NL,1,155,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,ASIM
NL,2,1,0.8687409255,-0.024240329,1.0616740797,-0.072813812,5,PICE
NL,2,2,0.9127327731,-0.017859017,1.6848740978,-0.00100001,3.5,PINU
NL,2,3,0.935964422,-0.014757331,1.4918282783,-0.050339263,12,ABIE
NL,2,4,1.5421994155,-0.012611689,0.5104521601,-0.617908483,15,TSUG
NL,2,6,0.8818864587,-0.014896321,1.450516939,-0.00100001,3,LARI
NL,2,7,0.925307404,-0.013757791,0.8179576936,-0.017228059,1,THUJ
NL,2,9,0.9367664464,-0.014486927,1.5114493263,-0.00100001,3,POPU
NL,2,10,1.0864577362,-0.011878174,0.76834317,-0.13742605,6.5,BETU
NL,2,11,0.9148694251,-0.014318118,0.8196533989,-0.00100001,NA,ACER
NL,2,12,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,GENH
NL,2,71,0.925307404,-0.013757791,0.8179576936,-0.017228059,1,JUNI
NL,2,72,0.925307404,-0.013757791,0.8179576936,-0.017228059,1,TAXU
NL,2,73,0.925307404,-0.013757791,0.8179576936,-0.017228059,1,CHAM
NL,2,121,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,CARY
NL,2,122,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,JUGL
NL,2,123,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,ALNU
NL,2,124,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,OSTR
NL,2,125,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,CARP
NL,2,126,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,FAGU
NL,2,127,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,QUER
NL,2,128,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,ULMU
NL,2,129,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,MORU
NL,2,130,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,LIRI
NL,2,131,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,MAGN
NL,2,132,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,SASS
NL,2,133,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,PLAT
NL,2,134,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,PRUN
NL,2,135,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,GLED
NL,2,136,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,ROBI
NL,2,137,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,TILI
NL,2,138,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,NYSS
NL,2,139,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,CORN
NL,2,140,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,ARBU
NL,2,141,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,FRAX
NL,2,142,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,SALI
NL,2,143,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,GYMN
NL,2,144,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,CELT
NL,2,145,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,AMEL
NL,2,146,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,CORY
NL,2,147,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,CRAT
NL,2,148,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,ILEX
NL,2,149,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,MALU
NL,2,150,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,NEMO
NL,2,151,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,RHUS
NL,2,152,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,SORB
NL,2,153,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,VIBU
NL,2,154,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,CAST
NL,2,155,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,ASIM
NL,3,1,0.8687409255,-0.024240329,1.0616740797,-0.072813812,5,PICE
NL,3,2,0.9127327731,-0.017859017,1.6848740978,-0.00100001,3.5,PINU
NL,3,3,0.935964422,-0.014757331,1.4918282783,-0.050339263,12,ABIE
NL,3,4,1.5421994155,-0.012611689,0.5104521601,-0.617908483,15,TSUG
NL,3,6,0.8818864587,-0.014896321,1.450516939,-0.00100001,3,LARI
NL,3,7,0.925307404,-0.013757791,0.8179576936,-0.017228059,1,THUJ
NL,3,9,0.9367664464,-0.014486927,1.5114493263,-0.00100001,3,POPU
NL,3,10,1.0864577362,-0.011878174,0.76834317,-0.13742605,6.5,BETU
NL,3,11,0.9148694251,-0.014318118,0.8196533989,-0.00100001,NA,ACER
NL,3,12,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,GENH
NL,3,71,0.925307404,-0.013757791,0.8179576936,-0.017228059,1,JUNI
NL,3,72,0.925307404,-0.013757791,0.8179576936,-0.017228059,1,TAXU
NL,3,73,0.925307404,-0.013757791,0.8179576936,-0.017228059,1,CHAM
NL,3,121,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,CARY
NL,3,122,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,JUGL
NL,3,123,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,ALNU
NL,3,124,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,OSTR
NL,3,125,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,CARP
NL,3,126,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,FAGU
NL,3,127,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,QUER
NL,3,128,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,ULMU
NL,3,129,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,MORU
NL,3,130,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,LIRI
NL,3,131,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,MAGN
NL,3,132,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,SASS
NL,3,133,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,PLAT
NL,3,134,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,PRUN
NL,3,135,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,GLED
NL,3,136,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,ROBI
NL,3,137,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,TILI
NL,3,138,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,NYSS
NL,3,139,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,CORN
NL,3,140,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,ARBU
NL,3,141,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,FRAX
NL,3,142,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,SALI
NL,3,143,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,GYMN
NL,3,144,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,CELT
NL,3,145,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,AMEL
NL,3,146,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,CORY
NL,3,147,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,CRAT
NL,3,148,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,ILEX
NL,3,149,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,MALU
NL,3,150,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,NEMO
NL,3,151,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,RHUS
NL,3,152,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,SORB
NL,3,153,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,VIBU
NL,3,154,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,CAST
NL,3,155,0.9148014695,-0.018901304,2.7306686686,-0.00100001,10,ASIM
NL,5,1,1.19999999,-0.022620735,0.5808865151,-0.315794567,4.95,PICE
NL,5,2,0.9127327731,-0.017859017,1.6848740978,-0.00100001,3.65,PINU
NL,5,3,0.8548663596,-0.073744684,5.0311862962,-0.00100001,6.5,ABIE
NL,5,4,1.5421994155,-0.012611689,0.5104521601,-0.617908483,14.95,TSUG
NL,5,6,0.8818864587,-0.014896321,1.450516939,-0.00100001,3,LARI
NL,5,7,0.925307404,-0.013757791,0.8179576936,-0.017228059,1,THUJ
NL,5,8,1.19999999,-0.022620735,0.5808865151,-0.315794567,4.95,GENC
NL,5,9,0.9367664464,-0.014486927,1.5114493263,-0.00100001,3.3,POPU
NL,5,10,1.0864577362,-0.011878174,0.76834317,-0.13742605,6.55,BETU
NL,5,11,0.9148694251,-0.014318118,0.8196533989,-0.00100001,0.4,ACER
NL,5,12,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,GENH
NL,5,71,0.925307404,-0.013757791,0.8179576936,-0.017228059,1,JUNI
NL,5,72,0.925307404,-0.013757791,0.8179576936,-0.017228059,1,TAXU
NL,5,73,0.925307404,-0.013757791,0.8179576936,-0.017228059,1,CHAM
NL,5,121,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,CARY
NL,5,122,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,JUGL
NL,5,123,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,ALNU
NL,5,124,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,OSTR
NL,5,125,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,CARP
NL,5,126,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,FAGU
NL,5,127,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,QUER
NL,5,128,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,ULMU
NL,5,129,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,MORU
NL,5,130,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,LIRI
NL,5,131,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,MAGN
NL,5,132,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,SASS
NL,5,133,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,PLAT
NL,5,134,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,PRUN
NL,5,135,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,GLED
NL,5,136,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,ROBI
NL,5,137,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,TILI
NL,5,138,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,NYSS
NL,5,139,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,CORN
NL,5,140,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,ARBU
NL,5,141,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,FRAX
NL,5,142,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,SALI
NL,5,143,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,GYMN
NL,5,144,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,CELT
NL,5,145,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,AMEL
NL,5,146,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,CORY
NL,5,147,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,CRAT
NL,5,148,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,ILEX
NL,5,149,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,MALU
NL,5,150,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,NEMO
NL,5,151,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,RHUS
NL,5,152,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,SORB
NL,5,153,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,VIBU
NL,5,154,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,CAST
NL,5,155,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,ASIM
NL,6,1,0.9370365831,-0.019308008,1.5797626887,-0.00100001,2.8,PICE
NL,6,2,0.9127327731,-0.017859017,1.6848740978,-0.00100001,3.65,PINU
NL,6,3,1.056128317,-0.007964358,0.7671576392,-0.060450592,3.75,ABIE
NL,6,4,1.5421994155,-0.012611689,0.5104521601,-0.617908483,14.95,TSUG
NL,6,6,0.8818864587,-0.014896321,1.450516939,-0.00100001,3,LARI
NL,6,7,0.925307404,-0.013757791,0.8179576936,-0.017228059,1,THUJ
NL,6,8,0.9370365831,-0.019308008,1.5797626887,-0.00100001,2.8,GENC
NL,6,9,0.9367664464,-0.014486927,1.5114493263,-0.00100001,3.3,POPU
NL,6,10,1.0864577362,-0.011878174,0.76834317,-0.13742605,6.55,BETU
NL,6,11,0.9148694251,-0.014318118,0.8196533989,-0.00100001,0.4,ACER
NL,6,12,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,GENH
NL,6,71,0.925307404,-0.013757791,0.8179576936,-0.017228059,1,JUNI
NL,6,72,0.925307404,-0.013757791,0.8179576936,-0.017228059,1,TAXU
NL,6,73,0.925307404,-0.013757791,0.8179576936,-0.017228059,1,CHAM
NL,6,121,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,CARY
NL,6,122,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,JUGL
NL,6,123,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,ALNU
NL,6,124,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,OSTR
NL,6,125,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,CARP
NL,6,126,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,FAGU
NL,6,127,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,QUER
NL,6,128,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,ULMU
NL,6,129,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,MORU
NL,6,130,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,LIRI
NL,6,131,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,MAGN
NL,6,132,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,SASS
NL,6,133,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,PLAT
NL,6,134,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,PRUN
NL,6,135,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,GLED
NL,6,136,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,ROBI
NL,6,137,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,TILI
NL,6,138,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,NYSS
NL,6,139,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,CORN
NL,6,140,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,ARBU
NL,6,141,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,FRAX
NL,6,142,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,SALI
NL,6,143,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,GYMN
NL,6,144,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,CELT
NL,6,145,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,AMEL
NL,6,146,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,CORY
NL,6,147,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,CRAT
NL,6,148,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,ILEX
NL,6,149,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,MALU
NL,6,150,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,NEMO
NL,6,151,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,RHUS
NL,6,152,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,SORB
NL,6,153,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,VIBU
NL,6,154,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,CAST
NL,6,155,0.9148014695,-0.018901304,2.7306686686,-0.00100001,9.9,ASIM
NS,7,1,0.8463364982,-0.028626434,2.1213480257,-0.00100001,4.1,PICE
NS,7,2,0.8417809183,-0.02409053,2.4252882555,-0.00100001,6.45,PINU
NS,7,3,0.8393155954,-0.009392395,0.4141204704,-0.00100001,NA,ABIE
NS,7,4,40.713176774,-0.026601946,0.2004949465,-39.83887349,86,TSUG
NS,7,6,1.8886362165,-0.007755688,0.20000001,-0.972561734,5,LARI
