juris_id,ecozone,canfi_genus,genus,a,b,k,cap,volm,count,rmse
AB,10,10,BETU,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,11,ACER,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,13,GENH,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,121,CARY,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,122,JUGL,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,123,ALNU,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,124,OSTR,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,125,CARP,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,126,FAGU,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,127,QUER,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,128,ULMU,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,129,MORU,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,130,LIRI,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,131,MAGN,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,132,SASS,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,133,PLAT,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,134,PRUN,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,135,GLED,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,136,ROBI,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,137,TILI,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,138,NYSS,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,139,CORN,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,140,ARBU,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,141,FRAX,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,142,SALI,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,143,GYMN,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,144,CELT,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,145,AMEL,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,146,CORY,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,147,CRAT,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,148,ILEX,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,149,MALU,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,150,NEMO,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,151,RHUS,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,152,SORB,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,153,VIBU,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,154,CAST,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,10,155,ASIM,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,1,PICE,99.99999999,-1.627126039,0.9721989174,1.111466491,588.99654381,17,0.01315609199999999
AB,14,2,PINU,10.046675478,-0.729923698,0.7273610976,1.6005566494,377.89513718,19,0.0962677183
AB,14,3,ABIE,26.219880616,-1.786459277,0.9987017015,1.1186997115,329.09802062,12,0.0234618387
AB,14,4,TSUG,0.9580652158,-1.206823487,1.002312295,1.0268534734,879.86950309,38,0.0126217163
AB,14,5,PSEU,99.99999999,-1.680679955,0.9834949561,1.066972991,410.79147708,11,0.0138093964
AB,14,6,LARI,2.7877844027,-2.108897833,1.1079402819,1.2055191841,199.53544906,21,0.1196904464
AB,14,7,THUJ,1.774087458,-1.413917748,1.0011293036,1.0607883935,2473.4432956,43,0.00868930149999999
AB,14,8,GENC,16.704605738,-0.91655169,0.8293569526,1.6068026811,588.99654381,23,0.0878764607
AB,14,9,POPU,2.0064161357,-0.286539952,0.4933799837,1.223749653,343.34153688,11,0.1799692391
AB,14,10,BETU,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,11,ACER,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,13,GENH,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,121,CARY,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,122,JUGL,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,123,ALNU,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,124,OSTR,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,125,CARP,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,126,FAGU,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,127,QUER,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,128,ULMU,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,129,MORU,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,130,LIRI,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,131,MAGN,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,132,SASS,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,133,PLAT,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,134,PRUN,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,135,GLED,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,136,ROBI,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,137,TILI,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,138,NYSS,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,139,CORN,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,140,ARBU,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,141,FRAX,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,142,SALI,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,143,GYMN,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,144,CELT,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,145,AMEL,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,146,CORY,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,147,CRAT,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,148,ILEX,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,149,MALU,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,150,NEMO,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,151,RHUS,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,152,SORB,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,153,VIBU,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,154,CAST,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
AB,14,155,ASIM,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
BC,4,1,PICE,99.99999999,-2.834478289,1.0009045074,1.010012796,617.90201203,18,0.0020163106
BC,4,2,PINU,1.0814961278,-0.014292353,1e-8,1.0230933471,282.67918037,6,0.0105280747
BC,4,3,ABIE,0.1475232349,-0.498517624,0.9881640956,1.0604455055,394.455,6,0.00745756899999999
BC,4,4,TSUG,2.8967002937,-1.262326712,0.9986885271,1.0510827552,1876.3374577,65,0.0031703383
BC,4,5,PSEU,0.5487067201,-0.835829886,0.9962740568,1.0229976183,1828.8488792,73,0.00802729999999999
BC,4,6,LARI,0.9030837561,-1.223324312,0.9995242723,1.014771267,795.06432589,31,8.6121349999999e-4
BC,4,7,THUJ,99.99999999,-1.896679055,1.0062627417,1.2422124671,1451.5008876,42,0.0571650698
BC,4,8,GENC,99.99999999,-2.834478289,1.0009045074,1.010012796,617.90201203,18,0.0020163106
BC,4,9,POPU,38.207105997,-1.701809224,0.9958273069,1.0781301786,752.3577561,31,0.00752783549999999
BC,4,10,BETU,1.1047794416,-0.01874544,1e-8,1.0255203528,454.14807021,13,0.0151401752
BC,4,11,ACER,99.99999999,-2.272171647,0.998331188,1.0370253176,567.41213437,13,0.0021588253
BC,4,12,GENH,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,71,JUNI,99.99999999,-1.896679055,1.0062627417,1.2422124671,1451.5008876,42,0.0571650698
BC,4,72,TAXU,99.99999999,-1.896679055,1.0062627417,1.2422124671,1451.5008876,42,0.0571650698
BC,4,73,CHAM,99.99999999,-1.896679055,1.0062627417,1.2422124671,1451.5008876,42,0.0571650698
BC,4,121,CARY,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,122,JUGL,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,123,ALNU,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,124,OSTR,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,125,CARP,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,126,FAGU,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,127,QUER,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,128,ULMU,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,129,MORU,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,130,LIRI,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,131,MAGN,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,132,SASS,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,133,PLAT,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,134,PRUN,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,135,GLED,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,136,ROBI,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,137,TILI,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,138,NYSS,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,139,CORN,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,140,ARBU,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,141,FRAX,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,142,SALI,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,143,GYMN,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,144,CELT,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,145,AMEL,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,146,CORY,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,147,CRAT,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,148,ILEX,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,149,MALU,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,150,NEMO,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,151,RHUS,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,152,SORB,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,153,VIBU,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,154,CAST,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,4,155,ASIM,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,1,PICE,2.1997736618,-1.13986322,0.994398567,1.0229021259,542.7138714,18,0.0057226344
BC,9,2,PINU,4.9279638155,-1.485699435,0.998623982,1.0258737982,315.17773526,13,0.0048677471
BC,9,3,ABIE,0.1475232349,-0.498517624,0.9881640956,1.0604455055,394.455,6,0.00745756899999999
BC,9,4,TSUG,2.8967002937,-1.262326712,0.9986885271,1.0510827552,1876.3374577,65,0.0031703383
BC,9,5,PSEU,0.5487067201,-0.835829886,0.9962740568,1.0229976183,1828.8488792,73,0.00802729999999999
BC,9,6,LARI,0.9030837561,-1.223324312,0.9995242723,1.014771267,795.06432589,31,8.6121349999999e-4
BC,9,7,THUJ,99.99999999,-1.896679055,1.0062627417,1.2422124671,1451.5008876,42,0.0571650698
BC,9,8,GENC,2.1997736618,-1.13986322,0.994398567,1.0229021259,542.7138714,18,0.0057226344
BC,9,9,POPU,99.99999999,-2.152632774,0.9985709777,1.0233627224,562.73113332,26,0.00188913499999999
BC,9,10,BETU,1.1047794416,-0.01874544,1e-8,1.0255203528,454.14807021,13,0.0151401752
BC,9,11,ACER,99.99999999,-2.272171647,0.998331188,1.0370253176,567.41213437,13,0.0021588253
BC,9,12,GENH,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,71,JUNI,99.99999999,-1.896679055,1.0062627417,1.2422124671,1451.5008876,42,0.0571650698
BC,9,72,TAXU,99.99999999,-1.896679055,1.0062627417,1.2422124671,1451.5008876,42,0.0571650698
BC,9,73,CHAM,99.99999999,-1.896679055,1.0062627417,1.2422124671,1451.5008876,42,0.0571650698
BC,9,121,CARY,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,122,JUGL,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,123,ALNU,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,124,OSTR,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,125,CARP,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,126,FAGU,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,127,QUER,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,128,ULMU,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,129,MORU,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,130,LIRI,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,131,MAGN,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,132,SASS,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,133,PLAT,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,134,PRUN,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,135,GLED,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,136,ROBI,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,137,TILI,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,138,NYSS,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,139,CORN,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,140,ARBU,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,141,FRAX,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,142,SALI,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,143,GYMN,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,144,CELT,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,145,AMEL,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,146,CORY,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,147,CRAT,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,148,ILEX,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,149,MALU,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,150,NEMO,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,151,RHUS,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,152,SORB,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,153,VIBU,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,154,CAST,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,9,155,ASIM,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,1,PICE,99.99999999,-2.156189728,0.9986949168,1.0146115532,629.3925,15,0.0019600108
BC,12,2,PINU,99.99999999,-2.051599815,0.9976783584,1.0376629619,501.37956311,20,0.0047309177
BC,12,3,ABIE,0.1475232349,-0.498517624,0.9881640956,1.0604455055,394.455,6,0.00745756899999999
BC,12,4,TSUG,2.8967002937,-1.262326712,0.9986885271,1.0510827552,1876.3374577,65,0.0031703383
BC,12,5,PSEU,0.5487067201,-0.835829886,0.9962740568,1.0229976183,1828.8488792,73,0.00802729999999999
BC,12,6,LARI,0.9030837561,-1.223324312,0.9995242723,1.014771267,795.06432589,31,8.6121349999999e-4
BC,12,7,THUJ,99.99999999,-1.896679055,1.0062627417,1.2422124671,1451.5008876,42,0.0571650698
BC,12,8,GENC,99.99999999,-2.156189728,0.9986949168,1.0146115532,629.3925,15,0.0019600108
BC,12,9,POPU,99.99999999,-1.98054049,0.993428533,1.027311529,459.37201005,7,0.0061861245
BC,12,10,BETU,0.8908956053,-0.010674865,0.1703987176,1.0231217801,361.35410629,7,0.0185541421
BC,12,11,ACER,99.99999999,-2.272171647,0.998331188,1.0370253176,567.41213437,13,0.0021588253
BC,12,12,GENH,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,71,JUNI,99.99999999,-1.896679055,1.0062627417,1.2422124671,1451.5008876,42,0.0571650698
BC,12,72,TAXU,99.99999999,-1.896679055,1.0062627417,1.2422124671,1451.5008876,42,0.0571650698
BC,12,73,CHAM,99.99999999,-1.896679055,1.0062627417,1.2422124671,1451.5008876,42,0.0571650698
BC,12,121,CARY,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,122,JUGL,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,123,ALNU,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,124,OSTR,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,125,CARP,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,126,FAGU,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,127,QUER,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,128,ULMU,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,129,MORU,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,130,LIRI,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,131,MAGN,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,132,SASS,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,133,PLAT,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,134,PRUN,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,135,GLED,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,136,ROBI,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,137,TILI,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,138,NYSS,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,139,CORN,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,140,ARBU,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,141,FRAX,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,142,SALI,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,143,GYMN,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,144,CELT,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,145,AMEL,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,146,CORY,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,147,CRAT,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,148,ILEX,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,149,MALU,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,150,NEMO,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,151,RHUS,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,152,SORB,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,153,VIBU,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,154,CAST,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,12,155,ASIM,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,13,1,PICE,0.3370609818,-0.905106328,0.9987610251,1.0183828287,2605.2795371,65,0.00383946779999999
BC,13,2,PINU,1.7679554416,-1.263591932,0.9986907354,1.0200353586,685.99470321,23,0.0022457811
BC,13,3,ABIE,0.7523477062,-0.952378528,0.9953926704,1.031981033,1134.0200146,26,0.0064661967
BC,13,4,TSUG,2.8967002937,-1.262326712,0.9986885271,1.0510827552,1876.3374577,65,0.0031703383
BC,13,5,PSEU,0.5487067201,-0.835829886,0.9962740568,1.0229976183,1828.8488792,73,0.00802729999999999
BC,13,6,LARI,0.9030837561,-1.223324312,0.9995242723,1.014771267,795.06432589,31,8.6121349999999e-4
BC,13,7,THUJ,99.99999999,-1.896679055,1.0062627417,1.2422124671,1451.5008876,42,0.0571650698
BC,13,8,GENC,2.8967002937,-1.262326712,0.9986885271,1.0510827552,1876.3374577,65,0.0031703383
BC,13,9,POPU,99.99999999,-2.272171647,0.998331188,1.0370253176,567.41213437,13,0.0021588253
BC,13,10,BETU,0.8908956053,-0.010674865,0.1703987176,1.0231217801,361.35410629,7,0.0185541421
BC,13,11,ACER,99.99999999,-2.272171647,0.998331188,1.0370253176,567.41213437,13,0.0021588253
BC,13,12,GENH,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,13,71,JUNI,99.99999999,-1.896679055,1.0062627417,1.2422124671,1451.5008876,42,0.0571650698
BC,13,72,TAXU,99.99999999,-1.896679055,1.0062627417,1.2422124671,1451.5008876,42,0.0571650698
BC,13,73,CHAM,99.99999999,-1.896679055,1.0062627417,1.2422124671,1451.5008876,42,0.0571650698
BC,13,121,CARY,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,13,122,JUGL,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,13,123,ALNU,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,13,124,OSTR,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
BC,13,125,CARP,99.99999999,-2.202629612,0.9981158834,1.0427352122,879.85425498,19,0.00472801409999999
