juris_id,ecozone,canfi_species,genus,species,variety,a,b,volm,count,rmse
BC,9,603,LARI,OCC,NA,0.7389405759,0.899036818,72.27241858,15,0.620143251
BC,9,604,LARI,LYA,NA,0.7389405759,0.899036818,72.27241858,15,0.620143251
BC,9,700,THUJ,SPP,NA,0.7017626763,0.9011009862,2571.7093279,1904,19.961870963
BC,9,702,THUJ,PLI,NA,0.7017626763,0.9011009862,2571.7093279,1904,19.961870963
BC,9,901,TAXU,BRE,NA,0.7017626763,0.9011009862,2571.7093279,1904,19.961870963
BC,9,1100,GENC,SPP,NA,0.6755711703,0.9145318106,762.47661989,533,5.4799412073
BC,9,1200,POPU,SPP,NA,0.9492330567,0.8729564501,689.20102504,536,5.0689651955
BC,9,1201,POPU,TRE,NA,0.9492330567,0.8729564501,689.20102504,536,5.0689651955
BC,9,1203,POPU,BAL,NA,1.0114122729,0.8490417662,618.40425989,132,7.1280138901
BC,9,1203,POPU,BAL,BAL,1.0114122729,0.8490417662,618.40425989,132,7.1280138901
BC,9,1204,POPU,TRI,NA,1.0114122729,0.8490417662,618.40425989,132,7.1280138901
BC,9,1300,BETU,SPP,NA,1.6106575255,0.7860619477,226.24300731,17,4.7543925892
BC,9,1303,BETU,PAP,NA,1.6106575255,0.7860619477,226.24300731,17,4.7543925892
BC,9,1303,BETU,PAP,PAP,1.6106575255,0.7860619477,226.24300731,17,4.7543925892
BC,9,1305,BETU,ALA,NA,1.6106575255,0.7860619477,226.24300731,17,4.7543925892
BC,9,1305,BETU,NEO,NA,1.6106575255,0.7860619477,226.24300731,17,4.7543925892
BC,9,1308,BETU,PAP,NEO,1.6106575255,0.7860619477,226.24300731,17,4.7543925892
BC,9,1314,BETU,OCC,NA,1.6106575255,0.7860619477,226.24300731,17,4.7543925892
BC,9,1400,ACER,SPP,NA,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,9,1403,ACER,MAC,NA,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,9,1420,ACER,CIR,NA,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,9,1500,GENH,SPP,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,9,1800,ALNU,SPP,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,9,1802,ALNU,RUB,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,9,2100,QUER,SPP,NA,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,9,2803,PRUN,EMA,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,9,3930,MALU,COR,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,9,3930,MALU,FUS,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,9,3930,MALU,SPP,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,12,100,PICE,SPP,NA,0.609173379,0.9324841072,223.4925,9,0.6261275654
BC,12,101,PICE,MAR,NA,0.7209756741,0.9150263393,172.76,16,2.5844464409
BC,12,104,PICE,ENG,NA,0.4334540239,0.9850917337,629.3925,7,2.1608860284
BC,12,104,PICE,ENG,GLA,0.4334540239,0.9850917337,629.3925,7,2.1608860284
BC,12,105,PICE,GLA,NA,0.5428580221,0.9522258823,663.54261911,1358,2.8350092868
BC,12,106,PICE,SIT,X,0.4586013794,0.9737134487,2605.2795371,309,27.406114477
BC,12,106,PICE,SIT,NA,0.4586013794,0.9737134487,2605.2795371,309,27.406114477
BC,12,111,PICE,LUT,X,0.5428580221,0.9522258823,663.54261911,1358,2.8350092868
BC,12,111,PICE,LUT,NA,0.5428580221,0.9522258823,663.54261911,1358,2.8350092868
BC,12,200,PINU,SPP,NA,0.6208925761,0.9461012942,686.41906881,1059,4.6624262676
BC,12,201,PINU,MON,NA,0.5889460758,0.9441856491,754.87387313,104,5.3382094603
BC,12,203,PINU,BAN,NA,0.6208925761,0.9461012942,686.41906881,1059,4.6624262676
BC,12,204,PINU,CON,NA,0.6208925761,0.9461012942,686.41906881,1059,4.6624262676
BC,12,204,PINU,CON,LAT,0.6208925761,0.9461012942,686.41906881,1059,4.6624262676
BC,12,206,PINU,ALB,NA,0.7547922756,0.8908998489,529.17971886,107,4.543292149
BC,12,208,PINU,PON,NA,0.6517911972,0.9443979668,831.22503028,273,4.6881197527
BC,12,213,PINU,FLE,NA,0.7547922756,0.8908998489,529.17971886,107,4.543292149
BC,12,300,ABIE,SPP,NA,0.5016172646,0.9545645911,475.65127586,289,2.2317975851
BC,12,301,ABIE,AMA,NA,0.5016172646,0.9545645911,475.65127586,289,2.2317975851
BC,12,302,ABIE,BAL,NA,0.5016172646,0.9545645911,475.65127586,289,2.2317975851
BC,12,303,ABIE,GRA,NA,0.5016172646,0.9545645911,475.65127586,289,2.2317975851
BC,12,304,ABIE,LAS,NA,0.5016172646,0.9545645911,475.65127586,289,2.2317975851
BC,12,308,ABIE,BIF,NA,0.5016172646,0.9545645911,475.65127586,289,2.2317975851
BC,12,400,TSUG,SPP,NA,0.4484195845,0.985889613,3462.6745858,5497,24.272574894
BC,12,402,TSUG,HET,NA,0.4484195845,0.985889613,3462.6745858,5497,24.272574894
BC,12,403,TSUG,MER,NA,0.6190548708,0.9550808652,1249.0312171,104,16.849504046
BC,12,404,TSUG,MER,HET,0.6190548708,0.9550808652,1249.0312171,104,16.849504046
BC,12,500,PSEU,MEN,NA,0.4977461423,0.9776560066,3057.8851584,2398,18.121296472
BC,12,500,PSEU,MEN,MEN,0.4977461423,0.9776560066,3057.8851584,2398,18.121296472
BC,12,500,PSEU,MEN,GLA,0.4977461423,0.9776560066,3057.8851584,2398,18.121296472
BC,12,500,PSEU,SPP,NA,0.4977461423,0.9776560066,3057.8851584,2398,18.121296472
BC,12,600,LARI,SPP,NA,0.7514377801,0.9119291308,795.06432589,633,6.5472419321
BC,12,602,LARI,LAR,NA,0.7514377801,0.9119291308,795.06432589,633,6.5472419321
BC,12,603,LARI,OCC,NA,0.7514377801,0.9119291308,795.06432589,633,6.5472419321
BC,12,604,LARI,LYA,NA,0.7514377801,0.9119291308,795.06432589,633,6.5472419321
BC,12,700,THUJ,SPP,NA,0.4499938931,0.9647328937,2434.1113986,2353,22.645558343
BC,12,702,THUJ,PLI,NA,0.4499938931,0.9647328937,2434.1113986,2353,22.645558343
BC,12,901,TAXU,BRE,NA,0.4499938931,0.9647328937,2434.1113986,2353,22.645558343
BC,12,1000,CHAM,SPP,NA,0.6550466112,0.9426657539,1591.0739639,299,19.492302218
BC,12,1001,CHAM,NOO,NA,0.6550466112,0.9426657539,1591.0739639,299,19.492302218
BC,12,1100,GENC,SPP,NA,0.5428580221,0.9522258823,663.54261911,1358,2.8350092868
BC,12,1200,POPU,SPP,NA,0.95611384,0.8649482865,468.7110875,290,3.9740357795
BC,12,1201,POPU,TRE,NA,0.95611384,0.8649482865,468.7110875,290,3.9740357795
BC,12,1203,POPU,BAL,NA,0.7360928429,0.9231119569,335.90564207,15,4.6670146913
BC,12,1203,POPU,BAL,BAL,0.7360928429,0.9231119569,335.90564207,15,4.6670146913
BC,12,1204,POPU,TRI,NA,0.7360928429,0.9231119569,335.90564207,15,4.6670146913
BC,12,1300,BETU,SPP,NA,0.2495639349,1.1497076594,313.08661895,10,14.48770623
BC,12,1303,BETU,PAP,PAP,0.2495639349,1.1497076594,313.08661895,10,14.48770623
BC,12,1303,BETU,PAP,NA,0.2495639349,1.1497076594,313.08661895,10,14.48770623
BC,12,1305,BETU,ALA,NA,0.2495639349,1.1497076594,313.08661895,10,14.48770623
BC,12,1305,BETU,NEO,NA,0.2495639349,1.1497076594,313.08661895,10,14.48770623
BC,12,1308,BETU,PAP,NEO,0.2495639349,1.1497076594,313.08661895,10,14.48770623
BC,12,1314,BETU,OCC,NA,0.2495639349,1.1497076594,313.08661895,10,14.48770623
BC,12,1400,ACER,SPP,NA,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,12,1403,ACER,MAC,NA,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,12,1420,ACER,CIR,NA,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,12,1500,GENH,SPP,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,12,1800,ALNU,SPP,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,12,1802,ALNU,RUB,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,12,2100,QUER,SPP,NA,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,12,2803,PRUN,EMA,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,12,3500,SALI,SPP,NA,0.8494557916,0.9064002536,187.50573097,7,10.56160589
BC,12,3930,MALU,COR,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,12,3930,MALU,FUS,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,12,3930,MALU,SPP,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,13,100,PICE,SPP,NA,0.4586013794,0.9737134487,2605.2795371,309,27.406114477
BC,13,101,PICE,MAR,NA,0.7209756741,0.9150263393,172.76,16,2.5844464409
BC,13,104,PICE,ENG,NA,0.8486429497,0.8534945584,331.40710256,7,4.5893545168
BC,13,104,PICE,ENG,GLA,0.8486429497,0.8534945584,331.40710256,7,4.5893545168
BC,13,105,PICE,GLA,NA,0.430006049,0.9843833732,2727.8035257,264,19.57276784
BC,13,106,PICE,SIT,NA,0.4586013794,0.9737134487,2605.2795371,309,27.406114477
BC,13,106,PICE,SIT,X,0.4586013794,0.9737134487,2605.2795371,309,27.406114477
BC,13,111,PICE,LUT,X,0.430006049,0.9843833732,2727.8035257,264,19.57276784
BC,13,111,PICE,LUT,NA,0.430006049,0.9843833732,2727.8035257,264,19.57276784
BC,13,200,PINU,SPP,NA,1.0325813297,0.8679516567,1265.7150611,241,7.574298796
BC,13,201,PINU,MON,NA,0.5889460758,0.9441856491,754.87387313,104,5.3382094603
BC,13,203,PINU,BAN,NA,1.0325813297,0.8679516567,1265.7150611,241,7.574298796
BC,13,204,PINU,CON,NA,1.0325813297,0.8679516567,1265.7150611,241,7.574298796
BC,13,204,PINU,CON,LAT,1.0325813297,0.8679516567,1265.7150611,241,7.574298796
BC,13,205,PINU,CON,CON,1.0325813297,0.8679516567,1265.7150611,241,7.574298796
BC,13,206,PINU,ALB,NA,0.7547922756,0.8908998489,529.17971886,107,4.543292149
BC,13,208,PINU,PON,NA,0.6517911972,0.9443979668,831.22503028,273,4.6881197527
BC,13,213,PINU,FLE,NA,0.7547922756,0.8908998489,529.17971886,107,4.543292149
BC,13,300,ABIE,SPP,NA,0.5655890074,0.9160780689,2097.0636143,1215,28.524901258
BC,13,301,ABIE,AMA,NA,0.5655890074,0.9160780689,2097.0636143,1215,28.524901258
BC,13,302,ABIE,BAL,NA,0.5131590207,0.9437426195,852.11087627,48,10.30304821
BC,13,303,ABIE,GRA,NA,0.4332877903,0.9717664721,1577.2279505,11,5.4507544003
BC,13,304,ABIE,LAS,NA,0.5131590207,0.9437426195,852.11087627,48,10.30304821
BC,13,308,ABIE,BIF,NA,0.5131590207,0.9437426195,852.11087627,48,10.30304821
BC,13,400,TSUG,SPP,NA,0.4484195845,0.985889613,3462.6745858,5497,24.272574894
BC,13,402,TSUG,HET,NA,0.4484195845,0.985889613,3462.6745858,5497,24.272574894
BC,13,403,TSUG,MER,NA,0.6190548708,0.9550808652,1249.0312171,104,16.849504046
BC,13,404,TSUG,MER,HET,0.6190548708,0.9550808652,1249.0312171,104,16.849504046
BC,13,500,PSEU,MEN,NA,0.4977461423,0.9776560066,3057.8851584,2398,18.121296472
BC,13,500,PSEU,MEN,MEN,0.4977461423,0.9776560066,3057.8851584,2398,18.121296472
BC,13,500,PSEU,MEN,GLA,0.4977461423,0.9776560066,3057.8851584,2398,18.121296472
BC,13,500,PSEU,SPP,NA,0.4977461423,0.9776560066,3057.8851584,2398,18.121296472
BC,13,600,LARI,SPP,NA,0.7514377801,0.9119291308,795.06432589,633,6.5472419321
BC,13,602,LARI,LAR,NA,0.7514377801,0.9119291308,795.06432589,633,6.5472419321
BC,13,603,LARI,OCC,NA,0.7514377801,0.9119291308,795.06432589,633,6.5472419321
BC,13,604,LARI,LYA,NA,0.7514377801,0.9119291308,795.06432589,633,6.5472419321
BC,13,700,THUJ,SPP,NA,0.4499938931,0.9647328937,2434.1113986,2353,22.645558343
BC,13,702,THUJ,PLI,NA,0.4499938931,0.9647328937,2434.1113986,2353,22.645558343
BC,13,901,TAXU,BRE,NA,0.4499938931,0.9647328937,2434.1113986,2353,22.645558343
BC,13,1000,CHAM,SPP,NA,0.6550466112,0.9426657539,1591.0739639,299,19.492302218
BC,13,1001,CHAM,NOO,NA,0.6550466112,0.9426657539,1591.0739639,299,19.492302218
BC,13,1100,GENC,SPP,NA,0.4484195845,0.985889613,3462.6745858,5497,24.272574894
BC,13,1200,POPU,SPP,NA,0.5565595827,0.9642174201,1725.5685811,137,10.650094866
BC,13,1201,POPU,TRE,NA,1.2239348913,0.8327578174,595.90337580999994,80,6.8115233531
BC,13,1203,POPU,BAL,NA,0.5565595827,0.9642174201,1725.5685811,137,10.650094866
BC,13,1203,POPU,BAL,BAL,0.5565595827,0.9642174201,1725.5685811,137,10.650094866
BC,13,1204,POPU,TRI,NA,0.5565595827,0.9642174201,1725.5685811,137,10.650094866
BC,13,1300,BETU,SPP,NA,1.1561419427,0.8678041073,382.79089205,49,9.9464508899
BC,13,1303,BETU,PAP,NA,1.1561419427,0.8678041073,382.79089205,49,9.9464508899
BC,13,1303,BETU,PAP,PAP,1.1561419427,0.8678041073,382.79089205,49,9.9464508899
BC,13,1305,BETU,ALA,NA,1.1561419427,0.8678041073,382.79089205,49,9.9464508899
BC,13,1305,BETU,NEO,NA,1.1561419427,0.8678041073,382.79089205,49,9.9464508899
BC,13,1308,BETU,PAP,NEO,1.1561419427,0.8678041073,382.79089205,49,9.9464508899
BC,13,1314,BETU,OCC,NA,1.1561419427,0.8678041073,382.79089205,49,9.9464508899
BC,13,1400,ACER,SPP,NA,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,13,1403,ACER,MAC,NA,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,13,1420,ACER,CIR,NA,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,13,1500,GENH,SPP,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,13,1800,ALNU,SPP,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,13,1802,ALNU,RUB,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,13,2100,QUER,SPP,NA,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,13,2103,QUER,GAR,NA,1.1561419427,0.8678041073,382.79089205,49,9.9464508899
BC,13,2803,PRUN,EMA,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,13,3300,ARBU,MEN,NA,1.1561419427,0.8678041073,382.79089205,49,9.9464508899
BC,13,3300,ARBU,SPP,NA,1.1561419427,0.8678041073,382.79089205,49,9.9464508899
BC,13,3500,SALI,SPP,NA,0.8494557916,0.9064002536,187.50573097,7,10.56160589
BC,13,3930,MALU,COR,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,13,3930,MALU,FUS,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,13,3930,MALU,SPP,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,14,100,PICE,SPP,NA,0.62198894,0.9270639188,871.8438014,293,6.5030617722
BC,14,101,PICE,MAR,NA,0.5707211433,0.9705661857,368.4371536,20,3.3447736288
BC,14,104,PICE,ENG,NA,0.3691909573,1.0100196244,974.47901942,823,8.2618396083
BC,14,104,PICE,ENG,GLA,0.3691909573,1.0100196244,974.47901942,823,8.2618396083
BC,14,105,PICE,GLA,NA,0.6346619591,0.9230301603,1105.8162774,6480,7.3515353018
BC,14,106,PICE,SIT,NA,0.4586013794,0.9737134487,2605.2795371,309,27.406114477
BC,14,106,PICE,SIT,X,0.4586013794,0.9737134487,2605.2795371,309,27.406114477
BC,14,111,PICE,LUT,X,0.6346619591,0.9230301603,1105.8162774,6480,7.3515353018
BC,14,111,PICE,LUT,NA,0.6346619591,0.9230301603,1105.8162774,6480,7.3515353018
BC,14,200,PINU,SPP,NA,0.8557829716,0.8935907088,1134.2587286,10701,7.2445468745
BC,14,201,PINU,MON,NA,0.5889460758,0.9441856491,754.87387313,104,5.3382094603
BC,14,203,PINU,BAN,NA,0.8557829716,0.8935907088,1134.2587286,10701,7.2445468745
BC,14,204,PINU,CON,NA,0.8557829716,0.8935907088,1134.2587286,10701,7.2445468745
BC,14,204,PINU,CON,LAT,0.8557829716,0.8935907088,1134.2587286,10701,7.2445468745
BC,14,206,PINU,ALB,NA,0.7547922756,0.8908998489,529.17971886,107,4.543292149
BC,14,208,PINU,PON,NA,0.6517911972,0.9443979668,831.22503028,273,4.6881197527
BC,14,213,PINU,FLE,NA,0.7547922756,0.8908998489,529.17971886,107,4.543292149
BC,14,300,ABIE,SPP,NA,0.5481455081,0.9365689945,1226.1797435,6125,6.2027363157
BC,14,301,ABIE,AMA,NA,0.5481455081,0.9365689945,1226.1797435,6125,6.2027363157
BC,14,302,ABIE,BAL,NA,0.5481455081,0.9365689945,1226.1797435,6125,6.2027363157
BC,14,303,ABIE,GRA,NA,0.5481455081,0.9365689945,1226.1797435,6125,6.2027363157
BC,14,304,ABIE,LAS,NA,0.5481455081,0.9365689945,1226.1797435,6125,6.2027363157
BC,14,308,ABIE,BIF,NA,0.5481455081,0.9365689945,1226.1797435,6125,6.2027363157
BC,14,400,TSUG,SPP,NA,0.4661424132,0.9851724247,1390.6147969,1952,10.732122853
BC,14,402,TSUG,HET,NA,0.4661424132,0.9851724247,1390.6147969,1952,10.732122853
BC,14,403,TSUG,MER,NA,0.7643932143,0.9229801344,1047.9683314,31,11.116514239
BC,14,404,TSUG,MER,HET,0.7643932143,0.9229801344,1047.9683314,31,11.116514239
BC,14,500,PSEU,MEN,NA,0.6149554653,0.9444568081,1855.6885895,7492,7.9877749573
BC,14,500,PSEU,MEN,MEN,0.6149554653,0.9444568081,1855.6885895,7492,7.9877749573
BC,14,500,PSEU,MEN,GLA,0.6149554653,0.9444568081,1855.6885895,7492,7.9877749573
BC,14,500,PSEU,SPP,NA,0.6149554653,0.9444568081,1855.6885895,7492,7.9877749573
BC,14,600,LARI,SPP,NA,0.7514377801,0.9119291308,795.06432589,633,6.5472419321
BC,14,602,LARI,LAR,NA,0.7514377801,0.9119291308,795.06432589,633,6.5472419321
BC,14,603,LARI,OCC,NA,0.7514377801,0.9119291308,795.06432589,633,6.5472419321
BC,14,604,LARI,LYA,NA,0.7514377801,0.9119291308,795.06432589,633,6.5472419321
BC,14,700,THUJ,SPP,NA,0.7017626763,0.9011009862,2571.7093279,1904,19.961870963
BC,14,702,THUJ,PLI,NA,0.7017626763,0.9011009862,2571.7093279,1904,19.961870963
BC,14,901,TAXU,BRE,NA,0.7017626763,0.9011009862,2571.7093279,1904,19.961870963
BC,14,1000,CHAM,SPP,NA,0.6550466112,0.9426657539,1591.0739639,299,19.492302218
BC,14,1001,CHAM,NOO,NA,0.6550466112,0.9426657539,1591.0739639,299,19.492302218
BC,14,1100,GENC,SPP,NA,0.6346619591,0.9230301603,1105.8162774,6480,7.3515353018
BC,14,1150,UNKN,SPP,NA,0.7127716691,0.918396184,138.22118305,6,1.920746637
BC,14,1200,POPU,SPP,NA,0.8025576711,0.9083133045,650.5206809,1044,4.7298670152
BC,14,1201,POPU,TRE,NA,0.8025576711,0.9083133045,650.5206809,1044,4.7298670152
BC,14,1203,POPU,BAL,NA,0.5130464524,0.9821240195,1197.3464506,143,9.2965385266
BC,14,1203,POPU,BAL,BAL,0.5130464524,0.9821240195,1197.3464506,143,9.2965385266
BC,14,1204,POPU,TRI,NA,0.5130464524,0.9821240195,1197.3464506,143,9.2965385266
BC,14,1300,BETU,SPP,NA,0.9187942963,0.907921307,553.21248691,295,10.336318863
BC,14,1303,BETU,PAP,PAP,0.9187942963,0.907921307,553.21248691,295,10.336318863
BC,14,1303,BETU,PAP,NA,0.9187942963,0.907921307,553.21248691,295,10.336318863
BC,14,1305,BETU,ALA,NA,0.9187942963,0.907921307,553.21248691,295,10.336318863
BC,14,1305,BETU,NEO,NA,0.9187942963,0.907921307,553.21248691,295,10.336318863
BC,14,1308,BETU,PAP,NEO,0.9187942963,0.907921307,553.21248691,295,10.336318863
BC,14,1314,BETU,OCC,NA,0.9187942963,0.907921307,553.21248691,295,10.336318863
BC,14,1400,ACER,SPP,NA,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,14,1403,ACER,MAC,NA,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,14,1420,ACER,CIR,NA,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,14,1500,GENH,SPP,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,14,1800,ALNU,SPP,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,14,1802,ALNU,RUB,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,14,2100,QUER,SPP,NA,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,14,2803,PRUN,EMA,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,14,3500,SALI,SPP,NA,0.8494557916,0.9064002536,187.50573097,7,10.56160589
BC,14,3930,MALU,COR,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,14,3930,MALU,FUS,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
BC,14,3930,MALU,SPP,NA,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475
MB,3,101,PICE,MAR,NA,0.682050994,0.9146739106,393.98583458,1182,3.5263130058
MB,3,105,PICE,GLA,NA,0.5365650291,0.9439164337,529.19418368,182,4.2573009332
MB,3,203,PINU,BAN,NA,0.6533078272,0.9390321456,382.57584582,1154,3.300201441
MB,3,602,LARI,LAR,NA,0.5312601035,0.9283378078,450.39668281,349,4.4249184128
MB,3,1100,GENC,SPP,NA,0.682050994,0.9146739106,393.98583458,1182,3.5263130058
MB,3,1200,POPU,SPP,NA,0.5148368909,0.9618748231,703.92062662,625,2.5198544158
MB,3,1201,POPU,TRE,NA,0.5148368909,0.9618748231,703.92062662,625,2.5198544158
MB,3,1203,POPU,BAL,NA,0.5148368909,0.9618748231,703.92062662,625,2.5198544158
MB,3,1203,POPU,BAL,BAL,0.5148368909,0.9618748231,703.92062662,625,2.5198544158
MB,3,1206,POPU,GRA,NA,0.5148368909,0.9618748231,703.92062662,625,2.5198544158
MB,3,1308,BETU,PAP,NEO,0.7467166727,0.9061964676,326.5658705,82,4.1441217915
MB,5,101,PICE,MAR,NA,0.682050994,0.9146739106,393.98583458,1182,3.5263130058
MB,5,105,PICE,GLA,NA,0.5365650291,0.9439164337,529.19418368,182,4.2573009332
MB,5,203,PINU,BAN,NA,0.6533078272,0.9390321456,382.57584582,1154,3.300201441
MB,5,302,ABIE,BAL,NA,0.4981236869,0.9559699583,329.11027887,254,2.7456956453
MB,5,602,LARI,LAR,NA,0.5312601035,0.9283378078,450.39668281,349,4.4249184128
MB,5,1100,GENC,SPP,NA,0.682050994,0.9146739106,393.98583458,1182,3.5263130058
MB,5,1200,POPU,SPP,NA,0.5148368909,0.9618748231,703.92062662,625,2.5198544158
MB,5,1201,POPU,TRE,NA,0.5148368909,0.9618748231,703.92062662,625,2.5198544158
MB,5,1203,POPU,BAL,NA,0.5148368909,0.9618748231,703.92062662,625,2.5198544158
MB,5,1203,POPU,BAL,BAL,0.5148368909,0.9618748231,703.92062662,625,2.5198544158
MB,5,1206,POPU,GRA,NA,0.5148368909,0.9618748231,703.92062662,625,2.5198544158
MB,5,1303,BETU,PAP,NA,0.7467166727,0.9061964676,326.5658705,82,4.1441217915
MB,5,1303,BETU,PAP,PAP,0.7467166727,0.9061964676,326.5658705,82,4.1441217915
MB,5,1308,BETU,PAP,NEO,0.7467166727,0.9061964676,326.5658705,82,4.1441217915
MB,6,101,PICE,MAR,NA,0.682050994,0.9146739106,393.98583458,1182,3.5263130058
MB,6,105,PICE,GLA,NA,0.5365650291,0.9439164337,529.19418368,182,4.2573009332
MB,6,203,PINU,BAN,NA,0.6533078272,0.9390321456,382.57584582,1154,3.300201441
MB,6,209,PINU,RES,NA,0.4892971598,0.9752135921,386.363291,25,2.5993780439
MB,6,211,PINU,SYL,NA,0.7850945534,0.9052176877,295.003959,2,1.0040447185
MB,6,302,ABIE,BAL,NA,0.4981236869,0.9559699583,329.11027887,254,2.7456956453
MB,6,602,LARI,LAR,NA,0.5312601035,0.9283378078,450.39668281,349,4.4249184128
MB,6,701,THUJ,OCC,NA,0.6736991849,0.8436617173,499.73926084,108,6.0125053141
MB,6,801,JUNI,VIR,NA,0.6736991849,0.8436617173,499.73926084,108,6.0125053141
MB,6,1100,GENC,SPP,NA,0.682050994,0.9146739106,393.98583458,1182,3.5263130058
MB,6,1200,POPU,SPP,NA,0.5148368909,0.9618748231,703.92062662,625,2.5198544158
MB,6,1201,POPU,TRE,NA,0.5148368909,0.9618748231,703.92062662,625,2.5198544158
MB,6,1203,POPU,BAL,NA,0.6152692242,0.9534581674,256.39075267,81,2.5640878686
MB,6,1203,POPU,BAL,BAL,0.6152692242,0.9534581674,256.39075267,81,2.5640878686
MB,6,1205,POPU,DEL,NA,0.5148368909,0.9618748231,703.92062662,625,2.5198544158
MB,6,1205,POPU,DEL,DEL,0.5148368909,0.9618748231,703.92062662,625,2.5198544158
MB,6,1206,POPU,GRA,NA,0.5148368909,0.9618748231,703.92062662,625,2.5198544158
MB,6,1303,BETU,PAP,NA,0.7125274993,0.9202176281,289.66665044,76,3.3420194293
MB,6,1303,BETU,PAP,PAP,0.7125274993,0.9202176281,289.66665044,76,3.3420194293
MB,6,1308,BETU,PAP,NEO,0.7467166727,0.9061964676,326.5658705,82,4.1441217915
MB,6,1404,ACER,NEG,NA,1.0534056907,0.8798041802,509.09,5790,11.017067109
MB,6,1500,GENH,SPP,NA,1.5118816767,0.8096994534,496.33000001,1479,12.632492979
MB,6,2104,QUER,MAC,NA,1.1567696134,0.8790258976,377.2,333,10.399218284
MB,6,2201,ULMU,AME,NA,1.4367501357,0.8088631882,168.27,36,4.4524357157
MB,6,3400,FRAX,SPP,NA,0.6184074677,0.9633134436,381.68424821,176,2.932052388
MB,6,3401,FRAX,AME,NA,0.8824457887,0.9085517805,296.21,13,9.2674725493
MB,6,3402,FRAX,NIG,NA,1.2359261375,0.8164199508,384.37,222,6.5986271592
MB,6,3403,FRAX,PEN,NA,1.2359261375,0.8164199508,384.37,222,6.5986271592
MB,6,3405,FRAX,PEN,SUB,1.2359261375,0.8164199508,384.37,222,6.5986271592
MB,6,3405,FRAX,PEN,NA,1.2359261375,0.8164199508,384.37,222,6.5986271592
MB,6,3500,SALI,SPP,NA,2.9099567653,0.6488529937,121.39,111,5.7221503528
MB,7,3500,SALI,SPP,NA,2.5808107211,0.6333362899,56.87,28,4.6371484684
MB,8,3400,FRAX,SPP,NA,1.434545446,0.8055343353,203.37,24,6.3734764828
MB,8,3401,FRAX,AME,NA,1.2663508461,0.8349461494,266.65,27,7.1023510819
MB,8,3402,FRAX,NIG,NA,1.434545446,0.8055343353,203.37,24,6.3734764828
MB,8,3403,FRAX,PEN,NA,1.2663508461,0.8349461494,266.65,27,7.1023510819
MB,8,3405,FRAX,PEN,SUB,1.2663508461,0.8349461494,266.65,27,7.1023510819
