juris_id,ecozone,canfi_species,genus,species,variety,a,b,k,cap,volm,count,rmse
BC,14,104,PICE,ENG,GLA,13.417207189,-0.852721361,0.891091864,5.0464802708,974.47901942,44,0.1277793132
BC,14,105,PICE,GLA,NA,10.807785498,-0.571795742,0.5560701851,5.216449314,1105.8162774,43,0.0859062834
BC,14,106,PICE,SIT,NA,10.402849082,-0.786749098,0.9363133697,3.8093799438,2605.2795371,103,0.05772729969999999
BC,14,106,PICE,SIT,X,10.402849082,-0.786749098,0.9363133697,3.8093799438,2605.2795371,103,0.05772729969999999
BC,14,111,PICE,LUT,NA,10.807785498,-0.571795742,0.5560701851,5.216449314,1105.8162774,43,0.0859062834
BC,14,111,PICE,LUT,X,10.807785498,-0.571795742,0.5560701851,5.216449314,1105.8162774,43,0.0859062834
BC,14,200,PINU,SPP,NA,23.082676639,-0.989909086,0.9198969328,3.74879422,1134.2587286,42,0.0270702809
BC,14,201,PINU,MON,NA,99.99999999,-1.407918778,0.8029037443,2.1162233843,754.87387313,4,0.1096184787
BC,14,203,PINU,BAN,NA,23.082676639,-0.989909086,0.9198969328,3.74879422,1134.2587286,42,0.0270702809
BC,14,204,PINU,CON,LAT,23.082676639,-0.989909086,0.9198969328,3.74879422,1134.2587286,42,0.0270702809
BC,14,204,PINU,CON,NA,23.082676639,-0.989909086,0.9198969328,3.74879422,1134.2587286,42,0.0270702809
BC,14,206,PINU,ALB,NA,99.99999999,-2.200239448,1.0079543928,1.0256944165,529.17971886,7,0.02156227889999999
BC,14,208,PINU,PON,NA,99.99999999,-1.904928107,1.0243772058,2.7774168809,831.22503028,19,0.0857561571
BC,14,213,PINU,FLE,NA,99.99999999,-2.200239448,1.0079543928,1.0256944165,529.17971886,7,0.02156227889999999
BC,14,300,ABIE,SPP,NA,19.306029401,-0.943322261,0.9239141881,5.5026538654,1226.1797435,36,0.05189767099999999
BC,14,301,ABIE,AMA,NA,19.306029401,-0.943322261,0.9239141881,5.5026538654,1226.1797435,36,0.05189767099999999
BC,14,302,ABIE,BAL,NA,19.306029401,-0.943322261,0.9239141881,5.5026538654,1226.1797435,36,0.05189767099999999
BC,14,303,ABIE,GRA,NA,19.306029401,-0.943322261,0.9239141881,5.5026538654,1226.1797435,36,0.05189767099999999
BC,14,304,ABIE,LAS,NA,19.306029401,-0.943322261,0.9239141881,5.5026538654,1226.1797435,36,0.05189767099999999
BC,14,308,ABIE,BIF,NA,19.306029401,-0.943322261,0.9239141881,5.5026538654,1226.1797435,36,0.05189767099999999
BC,14,400,TSUG,SPP,NA,16.232547509,-0.700629227,0.7040288131,5.9722648521,1390.6147969,46,0.1567960521
BC,14,402,TSUG,HET,NA,16.232547509,-0.700629227,0.7040288131,5.9722648521,1390.6147969,46,0.1567960521
BC,14,403,TSUG,MER,NA,1.1310001898,-0.010656306,1e-8,1.0993929276,1047.9683314,12,0.1044467862
BC,14,404,TSUG,MER,HET,1.1310001898,-0.010656306,1e-8,1.0993929276,1047.9683314,12,0.1044467862
BC,14,500,PSEU,MEN,NA,15.609250245,-0.987997507,0.9965617944,3.6532915723,1855.6885895,54,0.0258711995
BC,14,500,PSEU,MEN,MEN,15.609250245,-0.987997507,0.9965617944,3.6532915723,1855.6885895,54,0.0258711995
BC,14,500,PSEU,MEN,GLA,15.609250245,-0.987997507,0.9965617944,3.6532915723,1855.6885895,54,0.0258711995
BC,14,500,PSEU,SPP,NA,15.609250245,-0.987997507,0.9965617944,3.6532915723,1855.6885895,54,0.0258711995
BC,14,600,LARI,SPP,NA,10.744989083,-0.46301133,0.1744027789,4.3921293665,795.06432589,34,0.1634903799
BC,14,602,LARI,LAR,NA,10.744989083,-0.46301133,0.1744027789,4.3921293665,795.06432589,34,0.1634903799
BC,14,603,LARI,OCC,NA,10.744989083,-0.46301133,0.1744027789,4.3921293665,795.06432589,34,0.1634903799
BC,14,604,LARI,LYA,NA,10.744989083,-0.46301133,0.1744027789,4.3921293665,795.06432589,34,0.1634903799
BC,14,700,THUJ,SPP,NA,5.3221578302,-0.45183117,0.591822115,4.2982191337,2571.7093279,54,0.1319784328
BC,14,702,THUJ,PLI,NA,5.3221578302,-0.45183117,0.591822115,4.2982191337,2571.7093279,54,0.1319784328
BC,14,901,TAXU,BRE,NA,5.3221578302,-0.45183117,0.591822115,4.2982191337,2571.7093279,54,0.1319784328
BC,14,1000,CHAM,SPP,NA,48.266632856,-1.508630981,1.0310742095,10,1591.0739639,45,0.0860065759
BC,14,1001,CHAM,NOO,NA,48.266632856,-1.508630981,1.0310742095,10,1591.0739639,45,0.0860065759
BC,14,1100,GENC,SPP,NA,10.807785498,-0.571795742,0.5560701851,5.216449314,1105.8162774,43,0.0859062834
BC,14,1150,UNKN,SPP,NA,18.914961665,-0.957503553,0.9503155003,4.0775273435,2473.4432956,62,0.01550881879999999
BC,14,1200,POPU,SPP,NA,27.96070913,-1.002430536,0.8642500507,5.1891246078,650.5206809,33,0.1082603086
BC,14,1201,POPU,TRE,NA,27.96070913,-1.002430536,0.8642500507,5.1891246078,650.5206809,33,0.1082603086
BC,14,1203,POPU,BAL,NA,99.99999999,-1.648129731,0.9803775984,1.2068610424,1197.3464506,14,0.1037818212
BC,14,1203,POPU,BAL,BAL,99.99999999,-1.648129731,0.9803775984,1.2068610424,1197.3464506,14,0.1037818212
BC,14,1204,POPU,TRI,NA,99.99999999,-1.648129731,0.9803775984,1.2068610424,1197.3464506,14,0.1037818212
BC,14,1300,BETU,SPP,NA,24.289899589,-0.96744188,0.889762827,4.9459915167,553.21248691,20,0.145878596
BC,14,1303,BETU,PAP,NA,24.289899589,-0.96744188,0.889762827,4.9459915167,553.21248691,20,0.145878596
BC,14,1303,BETU,PAP,PAP,24.289899589,-0.96744188,0.889762827,4.9459915167,553.21248691,20,0.145878596
BC,14,1305,BETU,ALA,NA,24.289899589,-0.96744188,0.889762827,4.9459915167,553.21248691,20,0.145878596
BC,14,1305,BETU,NEO,NA,24.289899589,-0.96744188,0.889762827,4.9459915167,553.21248691,20,0.145878596
BC,14,1308,BETU,PAP,NEO,24.289899589,-0.96744188,0.889762827,4.9459915167,553.21248691,20,0.145878596
BC,14,1314,BETU,OCC,NA,24.289899589,-0.96744188,0.889762827,4.9459915167,553.21248691,20,0.145878596
BC,14,1400,ACER,SPP,NA,0.9956195229,-1e-8,0.0107624303,1.0063819138,1286.0246106,5,0.00849268429999999
BC,14,1403,ACER,MAC,NA,0.9956195229,-1e-8,0.0107624303,1.0063819138,1286.0246106,5,0.00849268429999999
BC,14,1420,ACER,CIR,NA,0.9956195229,-1e-8,0.0107624303,1.0063819138,1286.0246106,5,0.00849268429999999
BC,14,1500,GENH,SPP,NA,75.294152431,-1.402438385,0.9768117188,4.9655371664,1074.6115577,34,0.1761427865
BC,14,1800,ALNU,SPP,NA,75.294152431,-1.402438385,0.9768117188,4.9655371664,1074.6115577,34,0.1761427865
BC,14,1802,ALNU,RUB,NA,75.294152431,-1.402438385,0.9768117188,4.9655371664,1074.6115577,34,0.1761427865
BC,14,2100,QUER,SPP,NA,0.9956195229,-1e-8,0.0107624303,1.0063819138,1286.0246106,5,0.00849268429999999
BC,14,2803,PRUN,EMA,NA,75.294152431,-1.402438385,0.9768117188,4.9655371664,1074.6115577,34,0.1761427865
BC,14,3500,SALI,SPP,NA,39.109885028,-1.096166705,1.0395380127,10,187.50573097,6,0.5531057976
BC,14,3930,MALU,COR,NA,75.294152431,-1.402438385,0.9768117188,4.9655371664,1074.6115577,34,0.1761427865
BC,14,3930,MALU,FUS,NA,75.294152431,-1.402438385,0.9768117188,4.9655371664,1074.6115577,34,0.1761427865
BC,14,3930,MALU,SPP,NA,75.294152431,-1.402438385,0.9768117188,4.9655371664,1074.6115577,34,0.1761427865
MB,3,101,PICE,MAR,NA,5.6263368191,-1.062700916,0.9915305649,1.8908669225,393.98583458,19,0.0148984448
MB,3,105,PICE,GLA,NA,1.9409270456,-1.00629841,1.0014935111,1.3920846505,529.19418368,18,0.0149372461
MB,3,203,PINU,BAN,NA,22.909230987,-1.616872926,1.0036279029,2.3647759927,382.57584582,19,0.0093089233
MB,3,602,LARI,LAR,NA,0.5543341786,-0.278081438,0.8736516241,1.2577298305,450.39668281,22,0.02074769179999999
MB,3,1100,GENC,SPP,NA,5.6263368191,-1.062700916,0.9915305649,1.8908669225,393.98583458,19,0.0148984448
MB,3,1200,POPU,SPP,NA,19.79721264,-1.599658095,1.0055261655,2.7498147703,703.92062662,21,0.0100938747
MB,3,1201,POPU,TRE,NA,19.79721264,-1.599658095,1.0055261655,2.7498147703,703.92062662,21,0.0100938747
MB,3,1203,POPU,BAL,NA,19.79721264,-1.599658095,1.0055261655,2.7498147703,703.92062662,21,0.0100938747
MB,3,1203,POPU,BAL,BAL,19.79721264,-1.599658095,1.0055261655,2.7498147703,703.92062662,21,0.0100938747
MB,3,1206,POPU,GRA,NA,19.79721264,-1.599658095,1.0055261655,2.7498147703,703.92062662,21,0.0100938747
MB,3,1308,BETU,PAP,NEO,1.3732991143,-0.663706322,0.9525954402,1.2175201179,326.5658705,14,0.02649324889999999
MB,5,101,PICE,MAR,NA,5.6263368191,-1.062700916,0.9915305649,1.8908669225,393.98583458,19,0.0148984448
MB,5,105,PICE,GLA,NA,1.9409270456,-1.00629841,1.0014935111,1.3920846505,529.19418368,18,0.0149372461
MB,5,203,PINU,BAN,NA,22.909230987,-1.616872926,1.0036279029,2.3647759927,382.57584582,19,0.0093089233
MB,5,302,ABIE,BAL,NA,2.9708520548,-0.958955496,0.9882181373,1.6749305817,329.11027887,15,0.010586085
MB,5,602,LARI,LAR,NA,0.5543341786,-0.278081438,0.8736516241,1.2577298305,450.39668281,22,0.02074769179999999
MB,5,1100,GENC,SPP,NA,5.6263368191,-1.062700916,0.9915305649,1.8908669225,393.98583458,19,0.0148984448
MB,5,1200,POPU,SPP,NA,19.79721264,-1.599658095,1.0055261655,2.7498147703,703.92062662,21,0.0100938747
MB,5,1201,POPU,TRE,NA,19.79721264,-1.599658095,1.0055261655,2.7498147703,703.92062662,21,0.0100938747
MB,5,1203,POPU,BAL,NA,19.79721264,-1.599658095,1.0055261655,2.7498147703,703.92062662,21,0.0100938747
MB,5,1203,POPU,BAL,BAL,19.79721264,-1.599658095,1.0055261655,2.7498147703,703.92062662,21,0.0100938747
MB,5,1206,POPU,GRA,NA,19.79721264,-1.599658095,1.0055261655,2.7498147703,703.92062662,21,0.0100938747
MB,5,1303,BETU,PAP,NA,1.3732991143,-0.663706322,0.9525954402,1.2175201179,326.5658705,14,0.02649324889999999
MB,5,1303,BETU,PAP,PAP,1.3732991143,-0.663706322,0.9525954402,1.2175201179,326.5658705,14,0.02649324889999999
MB,5,1308,BETU,PAP,NEO,1.3732991143,-0.663706322,0.9525954402,1.2175201179,326.5658705,14,0.02649324889999999
MB,6,101,PICE,MAR,NA,5.6263368191,-1.062700916,0.9915305649,1.8908669225,393.98583458,19,0.0148984448
MB,6,105,PICE,GLA,NA,1.9409270456,-1.00629841,1.0014935111,1.3920846505,529.19418368,18,0.0149372461
MB,6,203,PINU,BAN,NA,22.909230987,-1.616872926,1.0036279029,2.3647759927,382.57584582,19,0.0093089233
MB,6,209,PINU,RES,NA,4.0846182971,-1.217947174,0.987874378,1.6047630179,386.363291,18,0.02328352339999999
MB,6,211,PINU,SYL,NA,99.99999999,-2.27523169,0.9969727854,1.0832101424,295.003959,8,0.0061208145
MB,6,302,ABIE,BAL,NA,2.9708520548,-0.958955496,0.9882181373,1.6749305817,329.11027887,15,0.010586085
MB,6,602,LARI,LAR,NA,0.5543341786,-0.278081438,0.8736516241,1.2577298305,450.39668281,22,0.02074769179999999
MB,6,701,THUJ,OCC,NA,1.2688694771,-0.047685117,1e-8,1.1772379346,499.73926084,20,0.0251547672
MB,6,801,JUNI,VIR,NA,1.2688694771,-0.047685117,1e-8,1.1772379346,499.73926084,20,0.0251547672
MB,6,1100,GENC,SPP,NA,5.6263368191,-1.062700916,0.9915305649,1.8908669225,393.98583458,19,0.0148984448
MB,6,1200,POPU,SPP,NA,19.79721264,-1.599658095,1.0055261655,2.7498147703,703.92062662,21,0.0100938747
MB,6,1201,POPU,TRE,NA,19.79721264,-1.599658095,1.0055261655,2.7498147703,703.92062662,21,0.0100938747
MB,6,1203,POPU,BAL,NA,1.9204255483,-1.275489835,1.0113930497,1.185348857,256.39075267,13,0.00710548659999999
MB,6,1203,POPU,BAL,BAL,1.9204255483,-1.275489835,1.0113930497,1.185348857,256.39075267,13,0.00710548659999999
MB,6,1205,POPU,DEL,NA,19.79721264,-1.599658095,1.0055261655,2.7498147703,703.92062662,21,0.0100938747
MB,6,1205,POPU,DEL,DEL,19.79721264,-1.599658095,1.0055261655,2.7498147703,703.92062662,21,0.0100938747
MB,6,1206,POPU,GRA,NA,19.79721264,-1.599658095,1.0055261655,2.7498147703,703.92062662,21,0.0100938747
MB,6,1303,BETU,PAP,NA,1.662127444,-0.851422914,0.9853512795,1.3842228161,289.66665044,12,0.02171137769999999
MB,6,1303,BETU,PAP,PAP,1.662127444,-0.851422914,0.9853512795,1.3842228161,289.66665044,12,0.02171137769999999
MB,6,1308,BETU,PAP,NEO,1.3732991143,-0.663706322,0.9525954402,1.2175201179,326.5658705,14,0.02649324889999999
MB,6,1404,ACER,NEG,NA,8.209286639,-0.937604084,0.9441136339,2.1757055543,509.09,24,0.02533570359999999
MB,6,1500,GENH,SPP,NA,22.613650576,-1.273999178,0.9814423067,1.996000608,496.33000001,23,0.0134739097
MB,6,2104,QUER,MAC,NA,3.1677380965,-0.602983358,0.866749011,1.5847977341,377.2,18,0.0236285158
MB,6,2201,ULMU,AME,NA,23.315929697,-1.42243722,1.0527662932,2.8975418263,145.62,8,0.0627526606
MB,6,3400,FRAX,SPP,NA,1.0740335825,-0.58505685,0.9510516909,1.2898509653,381.68424821,17,0.0148726215
MB,6,3401,FRAX,AME,NA,2.3139168742,-0.280388817,0.397804821,1.7205033163,296.21,11,0.075180534500000007
MB,6,3402,FRAX,NIG,NA,11.97450319,-1.0866214,0.952802239,2.543236986,384.37,17,0.0187844152
MB,6,3403,FRAX,PEN,NA,11.97450319,-1.0866214,0.952802239,2.543236986,384.37,17,0.0187844152
MB,6,3405,FRAX,PEN,SUB,11.97450319,-1.0866214,0.952802239,2.543236986,384.37,17,0.0187844152
MB,6,3405,FRAX,PEN,NA,11.97450319,-1.0866214,0.952802239,2.543236986,384.37,17,0.0187844152
MB,6,3500,SALI,SPP,NA,33.327864058,-1.528518125,1.0510006224,1.9152125892,121.39,7,0.0376808527
MB,7,3500,SALI,SPP,NA,99.99999999,-1.903087504,0.995732909,1.8373273257,153.57,5,0.0707616131
MB,8,3400,FRAX,SPP,NA,7.1604353641,-1.029938577,0.9864962713,2.4834655375,203.37,9,0.0575084868
MB,8,3401,FRAX,AME,NA,1.2673623728,-0.210709457,0.5731588242,1.3282761918,266.65,14,0.1055826461
MB,8,3402,FRAX,NIG,NA,7.1604353641,-1.029938577,0.9864962713,2.4834655375,203.37,9,0.0575084868
MB,8,3403,FRAX,PEN,NA,1.2673623728,-0.210709457,0.5731588242,1.3282761918,266.65,14,0.1055826461
MB,8,3405,FRAX,PEN,SUB,1.2673623728,-0.210709457,0.5731588242,1.3282761918,266.65,14,0.1055826461
MB,8,3405,FRAX,PEN,NA,1.2673623728,-0.210709457,0.5731588242,1.3282761918,266.65,14,0.1055826461
MB,8,3500,SALI,SPP,NA,99.99999999,-1.903087504,0.995732909,1.8373273257,153.57,5,0.0707616131
MB,9,101,PICE,MAR,NA,4.0926496038,-0.859765349,0.9619004394,2.0753293612,427.28065612,21,0.0137161864
MB,9,105,PICE,GLA,NA,1.9959691097,-0.885194381,0.9762677877,1.6374338268,490.39794534,21,0.0131597055
MB,9,203,PINU,BAN,NA,4.5527717977,-0.996065683,0.9585865289,2.0357563427,331.65961719,17,0.0160855245
MB,9,209,PINU,RES,NA,4.0846182971,-1.217947174,0.987874378,1.6047630179,386.363291,18,0.02328352339999999
MB,9,302,ABIE,BAL,NA,22.945210008,-2.840141641,1.0595168432,1.3392266936,343.51965759,15,0.0397316064
MB,9,602,LARI,LAR,NA,0.7586102013,-0.245716895,0.78447007,1.3588113368,481.98575458,21,0.0316593083
MB,9,701,THUJ,OCC,NA,1.2688694771,-0.047685117,1e-8,1.1772379346,499.73926084,20,0.0251547672
MB,9,801,JUNI,VIR,NA,1.2688694771,-0.047685117,1e-8,1.1772379346,499.73926084,20,0.0251547672
MB,9,1100,GENC,SPP,NA,4.0926496038,-0.859765349,0.9619004394,2.0753293612,427.28065612,21,0.0137161864
MB,9,1200,POPU,SPP,NA,18.888965485,-1.631535578,1.0008238004,2.2977385236,522.74682936,25,0.0136111937
MB,9,1201,POPU,TRE,NA,18.888965485,-1.631535578,1.0008238004,2.2977385236,522.74682936,25,0.0136111937
MB,9,1203,POPU,BAL,NA,18.888965485,-1.631535578,1.0008238004,2.2977385236,522.74682936,25,0.0136111937
MB,9,1203,POPU,BAL,BAL,18.888965485,-1.631535578,1.0008238004,2.2977385236,522.74682936,25,0.0136111937
MB,9,1205,POPU,DEL,NA,18.888965485,-1.631535578,1.0008238004,2.2977385236,522.74682936,25,0.0136111937
MB,9,1205,POPU,DEL,DEL,18.888965485,-1.631535578,1.0008238004,2.2977385236,522.74682936,25,0.0136111937
MB,9,1206,POPU,GRA,NA,18.888965485,-1.631535578,1.0008238004,2.2977385236,522.74682936,25,0.0136111937
MB,9,1303,BETU,PAP,NA,1.3732991143,-0.663706322,0.9525954402,1.2175201179,326.5658705,14,0.02649324889999999
MB,9,1303,BETU,PAP,PAP,1.3732991143,-0.663706322,0.9525954402,1.2175201179,326.5658705,14,0.02649324889999999
MB,9,1308,BETU,PAP,NEO,1.3732991143,-0.663706322,0.9525954402,1.2175201179,326.5658705,14,0.02649324889999999
MB,9,1404,ACER,NEG,NA,8.209286639,-0.937604084,0.9441136339,2.1757055543,509.09,24,0.02533570359999999
MB,9,1500,GENH,SPP,NA,22.613650576,-1.273999178,0.9814423067,1.996000608,496.33000001,23,0.0134739097
MB,9,2104,QUER,MAC,NA,3.1677380965,-0.602983358,0.866749011,1.5847977341,377.2,18,0.0236285158
MB,9,2201,ULMU,AME,NA,23.315929697,-1.42243722,1.0527662932,2.8975418263,145.62,8,0.0627526606
MB,9,3000,TILI,AME,NA,8.324102221,-1.171891497,1.0002582932,2.2114388002,463.34,18,0.0655802975
MB,9,3400,FRAX,SPP,NA,1.0740335825,-0.58505685,0.9510516909,1.2898509653,381.68424821,17,0.0148726215
MB,9,3401,FRAX,AME,NA,2.3139168742,-0.280388817,0.397804821,1.7205033163,296.21,11,0.075180534500000007
MB,9,3402,FRAX,NIG,NA,11.97450319,-1.0866214,0.952802239,2.543236986,384.37,17,0.0187844152
MB,9,3403,FRAX,PEN,NA,11.97450319,-1.0866214,0.952802239,2.543236986,384.37,17,0.0187844152
MB,9,3500,SALI,SPP,NA,22.613650576,-1.273999178,0.9814423067,1.996000608,496.33000001,23,0.0134739097
MB,10,101,PICE,MAR,NA,5.6263368191,-1.062700916,0.9915305649,1.8908669225,393.98583458,19,0.0148984448
MB,10,105,PICE,GLA,NA,2.2864607708,-1.139515223,0.9946515202,2.1697076365,583.77717116,18,0.01368817739999999
MB,10,203,PINU,BAN,NA,4.5527717977,-0.996065683,0.9585865289,2.0357563427,331.65961719,17,0.0160855245
MB,10,209,PINU,RES,NA,4.0846182971,-1.217947174,0.987874378,1.6047630179,386.363291,18,0.02328352339999999
MB,10,302,ABIE,BAL,NA,2.9708520548,-0.958955496,0.9882181373,1.6749305817,329.11027887,15,0.010586085
MB,10,602,LARI,LAR,NA,0.5543341786,-0.278081438,0.8736516241,1.2577298305,450.39668281,22,0.02074769179999999
MB,10,701,THUJ,OCC,NA,1.2688694771,-0.047685117,1e-8,1.1772379346,499.73926084,20,0.0251547672
MB,10,801,JUNI,VIR,NA,1.2688694771,-0.047685117,1e-8,1.1772379346,499.73926084,20,0.0251547672
MB,10,1100,GENC,SPP,NA,5.6263368191,-1.062700916,0.9915305649,1.8908669225,393.98583458,19,0.0148984448
MB,10,1200,POPU,SPP,NA,18.888965485,-1.631535578,1.0008238004,2.2977385236,522.74682936,25,0.0136111937
MB,10,1201,POPU,TRE,NA,18.888965485,-1.631535578,1.0008238004,2.2977385236,522.74682936,25,0.0136111937
MB,10,1203,POPU,BAL,NA,18.888965485,-1.631535578,1.0008238004,2.2977385236,522.74682936,25,0.0136111937
MB,10,1203,POPU,BAL,BAL,18.888965485,-1.631535578,1.0008238004,2.2977385236,522.74682936,25,0.0136111937
MB,10,1205,POPU,DEL,NA,18.888965485,-1.631535578,1.0008238004,2.2977385236,522.74682936,25,0.0136111937
MB,10,1205,POPU,DEL,DEL,18.888965485,-1.631535578,1.0008238004,2.2977385236,522.74682936,25,0.0136111937
MB,10,1206,POPU,GRA,NA,18.888965485,-1.631535578,1.0008238004,2.2977385236,522.74682936,25,0.0136111937
MB,10,1303,BETU,PAP,NA,1.3732991143,-0.663706322,0.9525954402,1.2175201179,326.5658705,14,0.02649324889999999
MB,10,1303,BETU,PAP,PAP,1.3732991143,-0.663706322,0.9525954402,1.2175201179,326.5658705,14,0.02649324889999999
MB,10,1308,BETU,PAP,NEO,1.3732991143,-0.663706322,0.9525954402,1.2175201179,326.5658705,14,0.02649324889999999
MB,10,1404,ACER,NEG,NA,8.209286639,-0.937604084,0.9441136339,2.1757055543,509.09,24,0.02533570359999999
MB,10,1500,GENH,SPP,NA,22.613650576,-1.273999178,0.9814423067,1.996000608,496.33000001,23,0.0134739097
MB,10,2104,QUER,MAC,NA,3.1677380965,-0.602983358,0.866749011,1.5847977341,377.2,18,0.0236285158
MB,10,2201,ULMU,AME,NA,23.315929697,-1.42243722,1.0527662932,2.8975418263,145.62,8,0.0627526606
MB,10,3000,TILI,AME,NA,8.324102221,-1.171891497,1.0002582932,2.2114388002,463.34,18,0.0655802975
MB,10,3400,FRAX,SPP,NA,1.0740335825,-0.58505685,0.9510516909,1.2898509653,381.68424821,17,0.0148726215
MB,10,3401,FRAX,AME,NA,2.3139168742,-0.280388817,0.397804821,1.7205033163,296.21,11,0.075180534500000007
MB,10,3402,FRAX,NIG,NA,11.97450319,-1.0866214,0.952802239,2.543236986,384.37,17,0.0187844152
MB,10,3403,FRAX,PEN,NA,11.97450319,-1.0866214,0.952802239,2.543236986,384.37,17,0.0187844152
MB,10,3500,SALI,SPP,NA,22.613650576,-1.273999178,0.9814423067,1.996000608,496.33000001,23,0.0134739097
MB,15,101,PICE,MAR,NA,5.6263368191,-1.062700916,0.9915305649,1.8908669225,393.98583458,19,0.0148984448
MB,15,103,PICE,ABI,NA,1.9409270456,-1.00629841,1.0014935111,1.3920846505,529.19418368,18,0.0149372461
MB,15,105,PICE,GLA,NA,1.9409270456,-1.00629841,1.0014935111,1.3920846505,529.19418368,18,0.0149372461
MB,15,203,PINU,BAN,NA,22.909230987,-1.616872926,1.0036279029,2.3647759927,382.57584582,19,0.0093089233
MB,15,302,ABIE,BAL,NA,2.9708520548,-0.958955496,0.9882181373,1.6749305817,329.11027887,15,0.010586085
MB,15,602,LARI,LAR,NA,0.5543341786,-0.278081438,0.8736516241,1.2577298305,450.39668281,22,0.02074769179999999
MB,15,1100,GENC,SPP,NA,5.6263368191,-1.062700916,0.9915305649,1.8908669225,393.98583458,19,0.0148984448
MB,15,1200,POPU,SPP,NA,19.79721264,-1.599658095,1.0055261655,2.7498147703,703.92062662,21,0.0100938747
MB,15,1201,POPU,TRE,NA,19.79721264,-1.599658095,1.0055261655,2.7498147703,703.92062662,21,0.0100938747
MB,15,1203,POPU,BAL,NA,19.79721264,-1.599658095,1.0055261655,2.7498147703,703.92062662,21,0.0100938747
MB,15,1203,POPU,BAL,BAL,19.79721264,-1.599658095,1.0055261655,2.7498147703,703.92062662,21,0.0100938747
MB,15,1206,POPU,GRA,NA,19.79721264,-1.599658095,1.0055261655,2.7498147703,703.92062662,21,0.0100938747
MB,15,1303,BETU,PAP,NA,1.3732991143,-0.663706322,0.9525954402,1.2175201179,326.5658705,14,0.02649324889999999
MB,15,1303,BETU,PAP,PAP,1.3732991143,-0.663706322,0.9525954402,1.2175201179,326.5658705,14,0.02649324889999999
MB,15,1308,BETU,PAP,NEO,1.3732991143,-0.663706322,0.9525954402,1.2175201179,326.5658705,14,0.02649324889999999
NB,7,100,PICE,SPP,NA,6.9196913975,-0.904817478,0.8880773605,2.6942671288,290.03620628,15,0.0941227895
NB,7,101,PICE,MAR,NA,9.3247676855,-1.222856286,1.0154733319,2.5675405052,315.23335358,13,0.063412169
NB,7,102,PICE,RUB,NA,6.9196913975,-0.904817478,0.8880773605,2.6942671288,290.03620628,15,0.0941227895
NB,7,103,PICE,ABI,NA,5.8231173509,-0.985588563,0.9442252573,2.4589551504,272.19010304,14,0.0230791028
NB,7,105,PICE,GLA,NA,5.8231173509,-0.985588563,0.9442252573,2.4589551504,272.19010304,14,0.0230791028
NB,7,107,PICE,MAR,RUB,6.9196913975,-0.904817478,0.8880773605,2.6942671288,290.03620628,15,0.0941227895
NB,7,108,PICE,RUB,GLA,5.8231173509,-0.985588563,0.9442252573,2.4589551504,272.19010304,14,0.0230791028
NB,7,200,PINU,SPP,NA,17.265823511,-1.243214006,0.9686154082,2.7197878313,608.22312916,14,0.01879061019999999
NB,7,202,PINU,STR,NA,25.195241186,-2.176493769,1.0339369141,2.1264507724,162.93233241,7,0.0651054865
NB,7,203,PINU,BAN,NA,17.265823511,-1.243214006,0.9686154082,2.7197878313,608.22312916,14,0.01879061019999999
NB,7,209,PINU,RES,NA,27.214870144,-2.046010076,1.0190399761,2.4927489599,261.61663906,13,0.04057056559999999
NB,7,302,ABIE,BAL,NA,8.0107035907,-0.82744554,0.8729666014,3.294719465,1001.1534439,16,0.1203295901
NB,7,401,TSUG,CAN,NA,1.8741541584,-0.122688379,1e-8,1.6905306064,329.32,16,0.1328117275
NB,7,601,LARI,DEC,NA,23.919125496,-0.703582417,1e-8,7.8628133772,197.30459186,9,1.0725852001
NB,7,602,LARI,LAR,NA,23.919125496,-0.703582417,1e-8,7.8628133772,197.30459186,9,1.0725852001
NB,7,605,LARI,KAE,NA,23.919125496,-0.703582417,1e-8,7.8628133772,197.30459186,9,1.0725852001
NB,7,701,THUJ,OCC,NA,3.5536594794,-0.893808242,0.9650910546,3.9225963173,385.42209183,18,0.02765798109999999
NB,7,801,JUNI,VIR,NA,3.5536594794,-0.893808242,0.9650910546,3.9225963173,385.42209183,18,0.02765798109999999
NB,7,1100,GENC,SPP,NA,5.8231173509,-0.985588563,0.9442252573,2.4589551504,272.19010304,14,0.0230791028
NB,7,1150,UNKN,SPP,NA,5.8231173509,-0.985588563,0.9442252573,2.4589551504,272.19010304,14,0.0230791028
NB,7,1200,POPU,SPP,NA,24.816359502,-1.098910482,0.8905088138,4.824905832,1013.4041583,20,0.082597077
NB,7,1201,POPU,TRE,NA,24.816359502,-1.098910482,0.8905088138,4.824905832,1013.4041583,20,0.082597077
NB,7,1203,POPU,BAL,BAL,33.222762193,-1.796925029,1.0109578335,4.0561115037,266.38931766,9,0.0180930612
NB,7,1203,POPU,BAL,NA,33.222762193,-1.796925029,1.0109578335,4.0561115037,266.38931766,9,0.0180930612
NB,7,1206,POPU,GRA,NA,2.641429999,-0.173831813,1e-8,3.1482495816,277.90861575,14,0.5248183741
NB,7,1300,BETU,SPP,NA,27.911434219,-1.05023844,0.8175568974,4.6034217555,1083.781035,13,0.1385797398
NB,7,1301,BETU,ALL,NA,99.99999999,-1.822077775,0.9822814638,2.5701756815,239.0226654,11,0.07663497689999998
NB,7,1303,BETU,PAP,NA,27.911434219,-1.05023844,0.8175568974,4.6034217555,1083.781035,13,0.1385797398
